,qname,teloBPLengths
359,4ffa6678-5fbe-4df9-917a-0788cce0be5a,3798
360,64fb4ed1-b05e-4966-96f7-6e808911c9fc,2190
361,64fa5dd0-8d53-4775-a6d8-e8ca827868e3,5058
362,65d56eb7-07da-4aec-9689-a80dbf86ae96,60
363,66cfb604-cd2f-4698-98cb-7af83b72b657,3084
364,3cf1e810-a3b7-42f8-ae2e-c845652f9b61,54
365,3dc4f0e9-9846-4cce-9b3b-0edc5445ac32,4698
366,3e32427e-1860-4b2f-8945-bdf73b95d62f,12
367,3f4bf313-4866-434e-8fd7-40cbf1c38644,3606
368,3f987193-fec6-495d-968e-a8d2539f533d,534
369,406b7c5f-f91e-4159-bf89-efed9f781539,3498
370,40a7053c-9d4c-4e77-aafb-630c25321081,3726
371,66f18f77-8328-40d3-aab9-66d9273076d2,3354
372,682c8b2d-d903-4dc4-840b-f3c09015d62d,48
373,48a7a647-8063-4b52-ac35-91245497fd49,210
374,4b2088dc-4802-449d-abf2-5ab36e8d3c37,3324
375,51e8222f-81f2-4a39-958f-576fe9f847f1,438
376,6a88ee8a-5d23-4c6e-8ce0-7851c5c47611,3420
377,6bb160cb-40ca-4ce0-b264-7bae3dba7de4,3054
378,6cfa1bb7-7d61-4c45-8f01-04f70f0202c7,1338
379,6d86dc85-4a4a-4a83-8c1d-78864fce37f2,348
380,6e66ee66-0ce6-4ea5-b7f8-cb8084e4aad7,222
381,6e7eddf6-144b-4c5b-b214-adde97d2ac60,1866
382,7044d7e3-b9d4-4d50-a019-cd3b34bb5f8b,222
383,4b2509e0-03e4-4425-98a2-3999af2a80da,5010
384,5214f8f4-9869-4401-8d26-2e1eb7c23f77,246
385,72a67618-b9a8-4829-9e18-10ec35237e09,5130
386,7346519c-8a6d-4201-8c65-73361e428251,2568
387,7394f288-faee-4fbd-bf27-efb0a391ee61,462
388,73a7e35a-08f8-42d3-b69c-84af0bcbc069,3810
389,740f7a60-8bd0-4a8e-ab49-e070ed0589cd,4260
390,74f66a61-68e8-4ecb-827d-20c625c26112,1254
391,75b9994c-7713-4ad8-9276-2f60b715a421,1788
392,760c9e10-a2f8-4ede-8b3f-89799595916a,5322
393,767b822b-1811-406d-b01a-afe7d38a9e68,5286
394,41e2f98e-8c0b-48fa-8758-ba04b7e7f2d7,540
395,42779382-b24a-4a1e-a4ed-897a31c4495d,216
396,42f30759-7103-41f2-bea3-eea808848369,3426
397,441dd9c1-6d90-4875-a0fc-8d22b52b0016,4194
398,447a33bd-d231-4411-9532-43e19a950f2f,948
399,46251d19-53df-4bca-a85e-95eaa9bf17b1,5478
400,46c109bb-53d1-47cf-8b34-60c70d42097b,342
401,47ce1bce-62b3-4c78-b765-f9b70bd3da05,2772
402,47d8bc95-2a26-4322-9646-732c13bbb671,2460
403,487aacc5-9528-4bab-b141-59d5fdc58356,48
404,4b33fac4-ac30-4c7c-8d20-e3d70e0efee2,4122
